id,election_id,upper_tier,lower_tier,current_council,year,ward_id,ward_name,candidate,party,vote,female,vacancies,rank,electorate,ballots_cast,turnout,vote_share,source,notes,,,,,,
wir_b_367,1978wir_b_1017,Merseyside,Wirral,Wirral,1978,wir_b_1017,Wallasey: Moreton & Saughall Massie,Edwards J.,LAB,1273,0,1,2,8168,2993,36.643,42.53258,,,,,,,,
wir_b_368,1978wir_b_1017,Merseyside,Wirral,Wirral,1978,wir_b_1017,Wallasey: Moreton & Saughall Massie,Jenkins J.,Lib,124,0,1,3,8168,2993,36.643,4.143,,,,,,,,
wir_b_369,1978wir_b_1018,Merseyside,Wirral,Wirral,1978,wir_b_1018,Wallasey: New Brighton Wallasey Warren,Moir D.,CON,4176,1,1,1,14454,6557,45.3646,63.68766,,,,,,,,
wir_b_370,1978wir_b_1018,Merseyside,Wirral,Wirral,1978,wir_b_1018,Wallasey: New Brighton Wallasey Warren,Thomas N.,Lib,1856,0,1,2,14454,6557,45.3646,28.30563,,,,,,,,
wir_b_371,1978wir_b_1018,Merseyside,Wirral,Wirral,1978,wir_b_1018,Wallasey: New Brighton Wallasey Warren,Edwards W.,LAB,525,0,1,3,14454,6557,45.3646,8.00671,,,,,,,,
wir_b_372,1978wir_b_1019,Merseyside,Wirral,Wirral,1978,wir_b_1019,Wallasey: North Liscard Upper Brighton,Redhead J.,CON,2651,0,1,1,11546,3512,30.41746,75.48405,,,,,,,,
wir_b_373,1978wir_b_1019,Merseyside,Wirral,Wirral,1978,wir_b_1019,Wallasey: North Liscard Upper Brighton,Lloyd B.,LAB,591,1,1,2,11546,3512,30.41746,16.82802,,,,,,,,
wir_b_374,1978wir_b_1019,Merseyside,Wirral,Wirral,1978,wir_b_1019,Wallasey: North Liscard Upper Brighton,Barton J.,Lib,270,0,1,3,11546,3512,30.41746,7.687927,,,,,,,,
wir_b_375,1978wir_b_1020,Merseyside,Wirral,Wirral,1978,wir_b_1020,Wallasey: Seacombe Poulton Somerville,Bentzien P.,LAB,2187,1,1,1,11223,3768,33.57391,58.0414,,,,,,,,
wir_b_376,1978wir_b_1020,Merseyside,Wirral,Wirral,1978,wir_b_1020,Wallasey: Seacombe Poulton Somerville,Kemble M.,CON,1248,1,1,2,11223,3768,33.57391,33.12102,,,,,,,,
wir_b_377,1978wir_b_1020,Merseyside,Wirral,Wirral,1978,wir_b_1020,Wallasey: Seacombe Poulton Somerville,Mawdsley P.,Lib,143,0,1,3,11223,3768,33.57391,3.795117,,,,,,,,
wir_b_378,1978wir_b_1020,Merseyside,Wirral,Wirral,1978,wir_b_1020,Wallasey: Seacombe Poulton Somerville,Fishwick J.,NF,131,0,1,4,11223,3768,33.57391,3.476645,,,,,,,,
wir_b_379,1978wir_b_1020,Merseyside,Wirral,Wirral,1978,wir_b_1020,Wallasey: Seacombe Poulton Somerville,Harris R.,Comm,59,0,1,5,11223,3768,33.57391,1.565817,,,,,,,,
wir_b_380,1978wir_b_1021,Merseyside,Wirral,Wirral,1978,wir_b_1021,Wirral: Barnston Gayton Heswall Oldfield,Wilson P.,CON,3859,0,1,1,11581,4234,36.55988,91.14313,,,,,,,,
wir_b_381,1978wir_b_1021,Merseyside,Wirral,Wirral,1978,wir_b_1021,Wirral: Barnston Gayton Heswall Oldfield,Wallace P.,LAB,375,0,1,2,11581,4234,36.55988,8.856873,,,,,,,,
wir_b_382,1978wir_b_1022,Merseyside,Wirral,Wirral,1978,wir_b_1022,Wirral: Irby Pensby Thurstaston,Fletcher D.,CON,2514,0,1,1,10048,3175,31.59833,79.1811,,,,,,,,
wir_b_383,1978wir_b_1022,Merseyside,Wirral,Wirral,1978,wir_b_1022,Wirral: Irby Pensby Thurstaston,Ellis-Thomas H.,LAB,661,0,1,2,10048,3175,31.59833,20.8189,,,,,,,,
wir_b_384,1979wir_b_1001,Merseyside,Wirral,Wirral,1979,wir_b_1001,Bebington: Higher Bebington & Woodhey,Pike E.,CON,5567,0,1,1,10181,8271,81.23956,67.30746,,,,,,,,
wir_b_385,1979wir_b_1001,Merseyside,Wirral,Wirral,1979,wir_b_1001,Bebington: Higher Bebington & Woodhey,Wallace P.,LAB,2704,0,1,2,10181,8271,81.23956,32.69254,,,,,,,,
wir_b_386,1979wir_b_1002,Merseyside,Wirral,Wirral,1979,wir_b_1002,Bebington: Lower Bebington & Poulton,Goodfellow D.,CON,6405,1,1,1,14163,11487,81.1057,55.75868,,,,,,,,
wir_b_387,1979wir_b_1002,Merseyside,Wirral,Wirral,1979,wir_b_1002,Bebington: Lower Bebington & Poulton,Harney T.,Lib,2650,0,1,2,14163,11487,81.1057,23.06956,,,,,,,,
wir_b_388,1979wir_b_1002,Merseyside,Wirral,Wirral,1979,wir_b_1002,Bebington: Lower Bebington & Poulton,Woods A.,LAB,2432,1,1,3,14163,11487,81.1057,21.17176,,,,,,,,
wir_b_389,1979wir_b_1003,Merseyside,Wirral,Wirral,1979,wir_b_1003,Bebington: Park New Ferry North Bromboroug,Moore A.,LAB,3862,1,1,1,9828,7462,75.92593,51.75556,,,,,,,,
wir_b_390,1979wir_b_1003,Merseyside,Wirral,Wirral,1979,wir_b_1003,Bebington: Park New Ferry North Bromboroug,Stacey A.,CON,3600,0,1,2,9828,7462,75.92593,48.24444,,,,,,,,
wir_b_391,1979wir_b_1004,Merseyside,Wirral,Wirral,1979,wir_b_1004,Bebington: South Bromborough & Eastham,Allan D.,CON,4087,0,1,1,13985,11359,81.22274,35.98028,,,,,,,,
wir_b_392,1979wir_b_1004,Merseyside,Wirral,Wirral,1979,wir_b_1004,Bebington: South Bromborough & Eastham,Palmer R.,Lib,4047,0,1,2,13985,11359,81.22274,35.62814,,,,,,,,
wir_b_393,1979wir_b_1004,Merseyside,Wirral,Wirral,1979,wir_b_1004,Bebington: South Bromborough & Eastham,Dunning R.,LAB,3225,0,1,3,13985,11359,81.22274,28.39158,,,,,,,,
wir_b_394,1979wir_b_1005,Merseyside,Wirral,Wirral,1979,wir_b_1005,Birkenhead: Argyle Clifton Holt,Smith A.,LAB,2867,0,1,1,7259,4846,66.75851,59.1622,,,,,,,,
wir_b_395,1979wir_b_1005,Merseyside,Wirral,Wirral,1979,wir_b_1005,Birkenhead: Argyle Clifton Holt,Adams A.,CON,1092,0,1,2,7259,4846,66.75851,22.53405,,,,,,,,
wir_b_396,1979wir_b_1005,Merseyside,Wirral,Wirral,1979,wir_b_1005,Birkenhead: Argyle Clifton Holt,Smith J.,Lib,887,0,1,3,7259,4846,66.75851,18.30375,,,,,,,,
wir_b_397,1979wir_b_1006,Merseyside,Wirral,Wirral,1979,wir_b_1006,Birkenhead: Bebington & Mersey,Smith W.,LAB,2802,0,1,1,7556,5274,69.79884,53.12856,,,,,,,,
wir_b_398,1979wir_b_1006,Merseyside,Wirral,Wirral,1979,wir_b_1006,Birkenhead: Bebington & Mersey,Welsh D.,CON,1679,1,1,2,7556,5274,69.79884,31.83542,,,,,,,,
wir_b_399,1979wir_b_1006,Merseyside,Wirral,Wirral,1979,wir_b_1006,Birkenhead: Bebington & Mersey,Evans S.,Lib,716,0,1,3,7556,5274,69.79884,13.57603,,,,,,,,
wir_b_400,1979wir_b_1006,Merseyside,Wirral,Wirral,1979,wir_b_1006,Birkenhead: Bebington & Mersey,Norris J.,Comm,77,0,1,4,7556,5274,69.79884,1.459992,,,,,,,,
wir_b_401,1979wir_b_1007,Merseyside,Wirral,Wirral,1979,wir_b_1007,Birkenhead: Cathcart Claughton Cleveland,Liddell P.,LAB,2214,0,1,1,8641,6158,71.2649,35.95323,,,,,,,,
wir_b_402,1979wir_b_1007,Merseyside,Wirral,Wirral,1979,wir_b_1007,Birkenhead: Cathcart Claughton Cleveland,Jones A.,Lib,2210,0,1,2,8641,6158,71.2649,35.88828,,,,,,,,
wir_b_403,1979wir_b_1007,Merseyside,Wirral,Wirral,1979,wir_b_1007,Birkenhead: Cathcart Claughton Cleveland,Lloyd B.,CON,1734,1,1,3,8641,6158,71.2649,28.15849,,,,,,,,
wir_b_404,1979wir_b_1008,Merseyside,Wirral,Wirral,1979,wir_b_1008,Birkenhead: Devonshire & Egerton,Leeper R.,LAB,3454,0,1,1,11925,8864,74.33124,38.96661,,,,,,,,
wir_b_405,1979wir_b_1008,Merseyside,Wirral,Wirral,1979,wir_b_1008,Birkenhead: Devonshire & Egerton,Allen K.,CON,2815,0,1,2,11925,8864,74.33124,31.75767,,,,,,,,
wir_b_406,1979wir_b_1008,Merseyside,Wirral,Wirral,1979,wir_b_1008,Birkenhead: Devonshire & Egerton,Quinn G.,Lib,2595,0,1,3,11925,8864,74.33124,29.27572,,,,,,,,
wir_b_407,1979wir_b_1009,Merseyside,Wirral,Wirral,1979,wir_b_1009,Birkenhead: Gilbrook & St. James,Davies A.,LAB,4001,0,1,1,8376,6033,72.02722,66.31858,,,,,,,,
wir_b_408,1979wir_b_1009,Merseyside,Wirral,Wirral,1979,wir_b_1009,Birkenhead: Gilbrook & St. James,Hughes K.,CON,1225,0,1,2,8376,6033,72.02722,20.30499,,,,,,,,
wir_b_409,1979wir_b_1009,Merseyside,Wirral,Wirral,1979,wir_b_1009,Birkenhead: Gilbrook & St. James,Brighouse A.,Lib,807,0,1,3,8376,6033,72.02722,13.37643,,,,,,,,
wir_b_410,1979wir_b_1010,Merseyside,Wirral,Wirral,1979,wir_b_1010,Birkenhead: Grange & Oxton,Halliday A.,Lib,3984,0,2,1,13242,18753,70.80879,42.4892,,,,,,,,
wir_b_411,1979wir_b_1010,Merseyside,Wirral,Wirral,1979,wir_b_1010,Birkenhead: Grange & Oxton,Cooke M.,Lib,3830,0,2,2,13242,18753,70.80879,40.8468,,,,,,,,
wir_b_412,1979wir_b_1010,Merseyside,Wirral,Wirral,1979,wir_b_1010,Birkenhead: Grange & Oxton,Hodkinson R.,CON,3241,0,2,3,13242,18753,70.80879,34.56514,,,,,,,,
wir_b_413,1979wir_b_1010,Merseyside,Wirral,Wirral,1979,wir_b_1010,Birkenhead: Grange & Oxton,Donaldson O.,CON,3089,0,2,4,13242,18753,70.80879,32.94406,,,,,,,,
wir_b_414,1979wir_b_1010,Merseyside,Wirral,Wirral,1979,wir_b_1010,Birkenhead: Grange & Oxton,Coates J.,LAB,2400,1,2,5,13242,18753,70.80879,25.59591,,,,,,,,
wir_b_415,1979wir_b_1010,Merseyside,Wirral,Wirral,1979,wir_b_1010,Birkenhead: Grange & Oxton,Gilfoyle B.,LAB,2209,0,2,6,13242,18753,70.80879,23.5589,,,,,,,,
wir_b_416,1979wir_b_1011,Merseyside,Wirral,Wirral,1979,wir_b_1011,Birkenhead: Prenton,Taylor W.,CON,6056,0,1,1,15442,11587,75.03561,52.26547,,,,,,,,
wir_b_417,1979wir_b_1011,Merseyside,Wirral,Wirral,1979,wir_b_1011,Birkenhead: Prenton,Leslie W.,LAB,5531,0,1,2,15442,11587,75.03561,47.73453,,,,,,,,
wir_b_418,1979wir_b_1012,Merseyside,Wirral,Wirral,1979,wir_b_1012,Birkenhead: Upton,Corcoran P.,LAB,8387,0,1,1,21661,15281,70.54614,54.88515,,,,,,,,
wir_b_419,1979wir_b_1012,Merseyside,Wirral,Wirral,1979,wir_b_1012,Birkenhead: Upton,Roberts J.,CON,6894,0,1,2,21661,15281,70.54614,45.11485,,,,,,,,
wir_b_420,1979wir_b_1013,Merseyside,Wirral,Wirral,1979,wir_b_1013,Hoylake: Caldy & Frankby,Cumpstey R.,CON,6454,0,1,1,13589,10484,77.15063,61.56047,,,,,,,,
wir_b_421,1979wir_b_1013,Merseyside,Wirral,Wirral,1979,wir_b_1013,Hoylake: Caldy & Frankby,Crosbie B.,Lib,2406,1,1,2,13589,10484,77.15063,22.94926,,,,,,,,
wir_b_422,1979wir_b_1013,Merseyside,Wirral,Wirral,1979,wir_b_1013,Hoylake: Caldy & Frankby,Hiley C.,LAB,1624,0,1,3,13589,10484,77.15063,15.49027,,,,,,,,
wir_b_423,1979wir_b_1014,Merseyside,Wirral,Wirral,1979,wir_b_1014,Hoylake: Central Hoose Meols Park,Thompson H.,CON,6053,0,1,1,12150,9223,75.90946,65.6294,,,,,,,,
wir_b_424,1979wir_b_1014,Merseyside,Wirral,Wirral,1979,wir_b_1014,Hoylake: Central Hoose Meols Park,Lewis F.,Lib,1890,0,1,2,12150,9223,75.90946,20.49225,,,,,,,,
wir_b_425,1979wir_b_1014,Merseyside,Wirral,Wirral,1979,wir_b_1014,Hoylake: Central Hoose Meols Park,Jackson D.,LAB,1280,0,1,3,12150,9223,75.90946,13.87835,,,,,,,,
wir_b_426,1979wir_b_1015,Merseyside,Wirral,Wirral,1979,wir_b_1015,Wallasey: Leasowe,Fox W.,LAB,5072,0,1,1,11982,8936,74.57854,56.75918,,,,,,,,
wir_b_427,1979wir_b_1015,Merseyside,Wirral,Wirral,1979,wir_b_1015,Wallasey: Leasowe,Kemble M.,CON,2786,1,1,2,11982,8936,74.57854,31.17726,,,,,,,,
wir_b_428,1979wir_b_1015,Merseyside,Wirral,Wirral,1979,wir_b_1015,Wallasey: Leasowe,Thomas B.,Lib,1078,0,1,3,11982,8936,74.57854,12.06356,,,,,,,,
wir_b_429,1979wir_b_1016,Merseyside,Wirral,Wirral,1979,wir_b_1016,Wallasey: Marlowe Egremont South Liscard,Hale J.,CON,4252,0,1,1,12770,9407,73.66484,45.20038,,,,,,,,
wir_b_430,1979wir_b_1016,Merseyside,Wirral,Wirral,1979,wir_b_1016,Wallasey: Marlowe Egremont South Liscard,Watkins G.,LAB,3660,0,1,2,12770,9407,73.66484,38.9072,,,,,,,,
wir_b_431,1979wir_b_1016,Merseyside,Wirral,Wirral,1979,wir_b_1016,Wallasey: Marlowe Egremont South Liscard,Canning M.,Lib,1250,0,1,3,12770,9407,73.66484,13.28798,,,,,,,,
wir_b_432,1979wir_b_1016,Merseyside,Wirral,Wirral,1979,wir_b_1016,Wallasey: Marlowe Egremont South Liscard,Buckley F.,NF,245,0,1,4,12770,9407,73.66484,2.604444,,,,,,,,
wir_b_433,1979wir_b_1017,Merseyside,Wirral,Wirral,1979,wir_b_1017,Wallasey: Moreton & Saughall Massie,Williams D.,CON,2769,0,1,1,8168,6327,77.46082,43.76482,,,,,,,,
wir_b_434,1979wir_b_1017,Merseyside,Wirral,Wirral,1979,wir_b_1017,Wallasey: Moreton & Saughall Massie,Edwards J.,LAB,2709,0,1,2,8168,6327,77.46082,42.8165,,,,,,,,
wir_b_435,1979wir_b_1017,Merseyside,Wirral,Wirral,1979,wir_b_1017,Wallasey: Moreton & Saughall Massie,Thomas E.,Lib,849,1,1,3,8168,6327,77.46082,13.41868,,,,,,,,
wir_b_436,1979wir_b_1018,Merseyside,Wirral,Wirral,1979,wir_b_1018,Wallasey: New Brighton Wallasey Warren,Whatling C.,CON,6974,0,1,1,14454,11392,78.81555,61.2184,,,,,,,,
wir_b_437,1979wir_b_1018,Merseyside,Wirral,Wirral,1979,wir_b_1018,Wallasey: New Brighton Wallasey Warren,Stribbling N.,Lib,2180,0,1,2,14454,11392,78.81555,19.13624,,,,,,,,
wir_b_438,1979wir_b_1018,Merseyside,Wirral,Wirral,1979,wir_b_1018,Wallasey: New Brighton Wallasey Warren,Mason D.,LAB,2115,0,1,3,14454,11392,78.81555,18.56566,,,,,,,,
wir_b_439,1979wir_b_1018,Merseyside,Wirral,Wirral,1979,wir_b_1018,Wallasey: New Brighton Wallasey Warren,Milns J.,NF,123,0,1,4,14454,11392,78.81555,1.079705,,,,,,,,
wir_b_440,1979wir_b_1019,Merseyside,Wirral,Wirral,1979,wir_b_1019,Wallasey: North Liscard Upper Brighton,Nottage B.,CON,4511,0,1,1,11546,8471,73.3674,53.25227,,,,,,,,
wir_b_441,1979wir_b_1019,Merseyside,Wirral,Wirral,1979,wir_b_1019,Wallasey: North Liscard Upper Brighton,Fairbrother J.,LAB,2356,0,1,2,11546,8471,73.3674,27.81254,,,,,,,,
wir_b_442,1979wir_b_1019,Merseyside,Wirral,Wirral,1979,wir_b_1019,Wallasey: North Liscard Upper Brighton,Sharp G.,Lib,1604,0,1,3,11546,8471,73.3674,18.93519,,,,,,,,
wir_b_443,1979wir_b_1020,Merseyside,Wirral,Wirral,1979,wir_b_1020,Wallasey: Seacombe Poulton Somerville,Wickham S.,LAB,4400,0,1,1,11223,8140,72.52962,54.05405,,,,,,,,
wir_b_444,1979wir_b_1020,Merseyside,Wirral,Wirral,1979,wir_b_1020,Wallasey: Seacombe Poulton Somerville,Elliott G.,CON,2463,0,1,2,11223,8140,72.52962,30.25799,,,,,,,,
wir_b_445,1979wir_b_1020,Merseyside,Wirral,Wirral,1979,wir_b_1020,Wallasey: Seacombe Poulton Somerville,Mawdsley P.,Lib,1277,0,1,3,11223,8140,72.52962,15.68796,,,,,,,,
wir_b_446,1979wir_b_1021,Merseyside,Wirral,Wirral,1979,wir_b_1021,Wirral: Barnston Gayton Heswall Oldfield,Robertson V.,CON,7783,1,1,1,11581,9027,77.94664,86.21912,,,,,,,,
wir_b_447,1979wir_b_1021,Merseyside,Wirral,Wirral,1979,wir_b_1021,Wirral: Barnston Gayton Heswall Oldfield,Gamet W.,LAB,1244,0,1,2,11581,9027,77.94664,13.78088,,,,,,,,
wir_b_448,1979wir_b_1022,Merseyside,Wirral,Wirral,1979,wir_b_1022,Wirral: Irby Pensby Thurstaston,Leigh W.,CON,5451,0,1,1,10048,7751,77.13973,70.32641,,,,,,,,
wir_b_449,1979wir_b_1022,Merseyside,Wirral,Wirral,1979,wir_b_1022,Wirral: Irby Pensby Thurstaston,Cain B.,LAB,2300,0,1,2,10048,7751,77.13973,29.67359,,,,,,,,
wir_b_450,1980wir_b_2001,Merseyside,Wirral,Wirral,1980,wir_b_2001,Bebington,Richmond A.,CON,2985,0,1,1,11445,4987,43.57361,59.85563,,,,,,,,
wir_b_451,1980wir_b_2001,Merseyside,Wirral,Wirral,1980,wir_b_2001,Bebington,Riley A.,LAB,1450,0,1,2,11445,4987,43.57361,29.0756,,,,,,,,
wir_b_452,1980wir_b_2001,Merseyside,Wirral,Wirral,1980,wir_b_2001,Bebington,Golby P.,Lib,552,1,1,3,11445,4987,43.57361,11.06878,,,,,,,,
wir_b_453,1980wir_b_2002,Merseyside,Wirral,Wirral,1980,wir_b_2002,Bidston,Jones A.,LAB,3060,0,2,1,11320,7058,31.17491,86.71011,,,,,,,,
wir_b_454,1980wir_b_2002,Merseyside,Wirral,Wirral,1980,wir_b_2002,Bidston,Cocker J.,LAB,2860,0,2,2,11320,7058,31.17491,81.04279,,,,,,,,
wir_b_455,1980wir_b_2002,Merseyside,Wirral,Wirral,1980,wir_b_2002,Bidston,Fallon W.,CON,516,0,2,3,11320,7058,31.17491,14.62171,,,,,,,,
wir_b_456,1980wir_b_2002,Merseyside,Wirral,Wirral,1980,wir_b_2002,Bidston,Bird G.,CON,437,0,2,4,11320,7058,31.17491,12.38311,,,,,,,,
wir_b_457,1980wir_b_2002,Merseyside,Wirral,Wirral,1980,wir_b_2002,Bidston,Lloyd P.,Lib,185,0,2,5,11320,7058,31.17491,5.242278,,,,,,,,
wir_b_458,1980wir_b_2003,Merseyside,Wirral,Wirral,1980,wir_b_2003,Birkenhead,Lungley W.,LAB,2343,0,1,1,11976,3531,29.48397,66.35514,,,,,,,,
wir_b_459,1980wir_b_2003,Merseyside,Wirral,Wirral,1980,wir_b_2003,Birkenhead,Curtis R.,Lib,728,0,1,2,11976,3531,29.48397,20.61739,,,,,,,,
wir_b_460,1980wir_b_2003,Merseyside,Wirral,Wirral,1980,wir_b_2003,Birkenhead,Garceau V.,CON,460,1,1,3,11976,3531,29.48397,13.02747,,,,,,,,
wir_b_461,1980wir_b_2004,Merseyside,Wirral,Wirral,1980,wir_b_2004,Bromborough,Dunning R.,LAB,2574,0,1,1,11730,4919,41.93521,52.32771,,,,,,,,
wir_b_462,1980wir_b_2004,Merseyside,Wirral,Wirral,1980,wir_b_2004,Bromborough,Green A.,CON,1764,0,1,2,11730,4919,41.93521,35.86095,,,,,,,,
wir_b_463,1980wir_b_2004,Merseyside,Wirral,Wirral,1980,wir_b_2004,Bromborough,Cottrell D.,Lib,581,0,1,3,11730,4919,41.93521,11.81134,,,,,,,,
wir_b_464,1980wir_b_2005,Merseyside,Wirral,Wirral,1980,wir_b_2005,Clatterbridge,Moore M.,CON,3459,0,1,1,13265,5777,43.5507,59.87537,,,,,,,,
wir_b_465,1980wir_b_2005,Merseyside,Wirral,Wirral,1980,wir_b_2005,Clatterbridge,Woods A.,LAB,1368,1,1,2,13265,5777,43.5507,23.68011,,,,,,,,
wir_b_466,1980wir_b_2005,Merseyside,Wirral,Wirral,1980,wir_b_2005,Clatterbridge,Cody M.,Lib,950,1,1,3,13265,5777,43.5507,16.44452,,,,,,,,
wir_b_467,1980wir_b_2006,Merseyside,Wirral,Wirral,1980,wir_b_2006,Claughton,Evans J.,Lib,1830,0,1,1,10917,4957,45.40625,36.91749,,,,,,,,
wir_b_468,1980wir_b_2006,Merseyside,Wirral,Wirral,1980,wir_b_2006,Claughton,Lloyd B.,CON,1616,1,1,2,10917,4957,45.40625,32.60036,,,,,,,,
wir_b_469,1980wir_b_2006,Merseyside,Wirral,Wirral,1980,wir_b_2006,Claughton,Ruck V.,LAB,1392,1,1,3,10917,4957,45.40625,28.0815,,,,,,,,
wir_b_470,1980wir_b_2006,Merseyside,Wirral,Wirral,1980,wir_b_2006,Claughton,Gommon M.,Ecol,119,1,1,4,10917,4957,45.40625,2.400645,,,,,,,,
wir_b_471,1980wir_b_2007,Merseyside,Wirral,Wirral,1980,wir_b_2007,Eastham,Varley A.,CON,1900,0,1,1,11959,5084,42.51192,37.37215,,,,,,,,
wir_b_472,1980wir_b_2007,Merseyside,Wirral,Wirral,1980,wir_b_2007,Eastham,Craig W.,LAB,1674,0,1,2,11959,5084,42.51192,32.92683,,,,,,,,
wir_b_473,1980wir_b_2007,Merseyside,Wirral,Wirral,1980,wir_b_2007,Eastham,Palmer R.,Lib,1510,0,1,3,11959,5084,42.51192,29.70102,,,,,,,,
wir_b_474,1980wir_b_2008,Merseyside,Wirral,Wirral,1980,wir_b_2008,Egerton,McGenity R.,LAB,1930,0,1,1,11620,4333,37.28916,44.54189,,,,,,,,
wir_b_475,1980wir_b_2008,Merseyside,Wirral,Wirral,1980,wir_b_2008,Egerton,Allen K.,CON,1448,0,1,2,11620,4333,37.28916,33.41795,,,,,,,,
wir_b_476,1980wir_b_2008,Merseyside,Wirral,Wirral,1980,wir_b_2008,Egerton,Quinn G.,Lib,955,0,1,3,11620,4333,37.28916,22.04016,,,,,,,,
wir_b_477,1980wir_b_2009,Merseyside,Wirral,Wirral,1980,wir_b_2009,Heswall,Maddox A.,CON,3866,0,1,1,12781,4864,38.05649,79.48191,,,,,,,,
wir_b_478,1980wir_b_2009,Merseyside,Wirral,Wirral,1980,wir_b_2009,Heswall,Birch S.,Lib,554,0,1,2,12781,4864,38.05649,11.3898,,,,,,,,
wir_b_479,1980wir_b_2009,Merseyside,Wirral,Wirral,1980,wir_b_2009,Heswall,Harris R.,LAB,444,0,1,3,12781,4864,38.05649,9.128289,,,,,,,,
wir_b_480,1980wir_b_2010,Merseyside,Wirral,Wirral,1980,wir_b_2010,Hoylake,Jones F.,CON,3175,0,1,1,12635,4434,35.09299,71.60577,,,,,,,,
wir_b_481,1980wir_b_2010,Merseyside,Wirral,Wirral,1980,wir_b_2010,Hoylake,Lewis F.,Lib,725,0,1,2,12635,4434,35.09299,16.35093,,,,,,,,
wir_b_482,1980wir_b_2010,Merseyside,Wirral,Wirral,1980,wir_b_2010,Hoylake,Robb J.,LAB,534,1,1,3,12635,4434,35.09299,12.0433,,,,,,,,
wir_b_483,1980wir_b_2011,Merseyside,Wirral,Wirral,1980,wir_b_2011,Leasowe,Edwards J.,LAB,2470,0,1,1,10891,3591,32.97218,68.78307,,,,,,,,
wir_b_484,1980wir_b_2011,Merseyside,Wirral,Wirral,1980,wir_b_2011,Leasowe,Kennedy L.,CON,835,1,1,2,10891,3591,32.97218,23.25258,,,,,,,,
wir_b_485,1980wir_b_2011,Merseyside,Wirral,Wirral,1980,wir_b_2011,Leasowe,Thomas B.,Lib,286,0,1,3,10891,3591,32.97218,7.964355,,,,,,,,
wir_b_486,1980wir_b_2012,Merseyside,Wirral,Wirral,1980,wir_b_2012,Liscard,Ebbs M.,CON,1964,0,1,1,12272,4255,34.67242,46.15746,,,,,,,,
wir_b_487,1980wir_b_2012,Merseyside,Wirral,Wirral,1980,wir_b_2012,Liscard,Watkins G.,LAB,1627,0,1,2,12272,4255,34.67242,38.23737,,,,,,,,
wir_b_488,1980wir_b_2012,Merseyside,Wirral,Wirral,1980,wir_b_2012,Liscard,Canning M.,Lib,664,1,1,3,12272,4255,34.67242,15.60517,,,,,,,,
wir_b_489,1980wir_b_2013,Merseyside,Wirral,Wirral,1980,wir_b_2013,Moreton,Walker I.,CON,1667,0,1,1,12587,3538,28.10837,47.11702,,,,,,,,
wir_b_490,1980wir_b_2013,Merseyside,Wirral,Wirral,1980,wir_b_2013,Moreton,McCabe J.,LAB,1583,0,1,2,12587,3538,28.10837,44.74279,,,,,,,,
wir_b_491,1980wir_b_2013,Merseyside,Wirral,Wirral,1980,wir_b_2013,Moreton,Jenkins J.,Lib,288,0,1,3,12587,3538,28.10837,8.140192,,,,,,,,
wir_b_492,1980wir_b_2014,Merseyside,Wirral,Wirral,1980,wir_b_2014,New Brighton,Venner R.,CON,2088,0,1,1,11743,3856,32.83658,54.14938,,,,,,,,
wir_b_493,1980wir_b_2014,Merseyside,Wirral,Wirral,1980,wir_b_2014,New Brighton,Fairbrother J.,LAB,899,0,1,2,11743,3856,32.83658,23.31432,,,,,,,,
wir_b_494,1980wir_b_2014,Merseyside,Wirral,Wirral,1980,wir_b_2014,New Brighton,Thomas N.,Lib,760,0,1,3,11743,3856,32.83658,19.70954,,,,,,,,
wir_b_495,1980wir_b_2014,Merseyside,Wirral,Wirral,1980,wir_b_2014,New Brighton,Faulkner G.,Brit Dem,109,0,1,4,11743,3856,32.83658,2.826763,,,,,,,,
wir_b_496,1980wir_b_2015,Merseyside,Wirral,Wirral,1980,wir_b_2015,Oxton,Cooke M.,Lib,2028,0,1,1,11586,4784,41.29121,42.3913,,,,,,,,
wir_b_497,1980wir_b_2015,Merseyside,Wirral,Wirral,1980,wir_b_2015,Oxton,Hughes K.,CON,1691,0,1,2,11586,4784,41.29121,35.34699,,,,,,,,
wir_b_498,1980wir_b_2015,Merseyside,Wirral,Wirral,1980,wir_b_2015,Oxton,Coates J.,LAB,1065,1,1,3,11586,4784,41.29121,22.26171,,,,,,,,
wir_b_499,1980wir_b_2016,Merseyside,Wirral,Wirral,1980,wir_b_2016,Prenton,Deverill H.,CON,2828,0,1,1,12685,4790,37.76114,59.03967,,,,,,,,
wir_b_500,1980wir_b_2016,Merseyside,Wirral,Wirral,1980,wir_b_2016,Prenton,Ellis-Thomas H.,LAB,1962,0,1,2,12685,4790,37.76114,40.96033,,,,,,,,
wir_b_501,1980wir_b_2017,Merseyside,Wirral,Wirral,1980,wir_b_2017,Royden,Gaughan J.,CON,2251,0,1,1,10920,3468,31.75824,64.90773,,,,,,,,
wir_b_502,1980wir_b_2017,Merseyside,Wirral,Wirral,1980,wir_b_2017,Royden,Crosbie B.,Lib,733,1,1,2,10920,3468,31.75824,21.1361,,,,,,,,
wir_b_503,1980wir_b_2017,Merseyside,Wirral,Wirral,1980,wir_b_2017,Royden,Grant M.,LAB,484,1,1,3,10920,3468,31.75824,13.95617,,,,,,,,
wir_b_504,1980wir_b_2018,Merseyside,Wirral,Wirral,1980,wir_b_2018,Seacombe,Duffy T.,LAB,2614,0,1,1,13101,3904,29.79925,66.95697,,,,,,,,
