id,election_id,upper_tier,lower_tier,current_council,year,ward_id,ward_name,candidate,party,vote,female,vacancies,rank,electorate,ballots_cast,turnout,vote_share,source,notes,,,,,,
wir_b_849,1987wir_b_2013,Merseyside,Wirral,Wirral,1987,wir_b_2013,Moreton,Kelly D.,SDP/Lib,811,0,1,3,9361,5160,55.12231,15.71705,,,,,,,,
wir_b_850,1987wir_b_2014,Merseyside,Wirral,Wirral,1987,wir_b_2014,New Brighton,Adams A.,CON,2541,0,2,1,11924,11305,47.4044,44.95356,,,,,,,,
wir_b_851,1987wir_b_2014,Merseyside,Wirral,Wirral,1987,wir_b_2014,New Brighton,Buzzard P.,CON,2456,1,2,2,11924,11305,47.4044,43.4498,,,,,,,,
wir_b_852,1987wir_b_2014,Merseyside,Wirral,Wirral,1987,wir_b_2014,New Brighton,Penfold C.,LAB,1907,0,2,3,11924,11305,47.4044,33.73729,,,,,,,,
wir_b_853,1987wir_b_2014,Merseyside,Wirral,Wirral,1987,wir_b_2014,New Brighton,Blair L.,LAB,1840,1,2,4,11924,11305,47.4044,32.55197,,,,,,,,
wir_b_854,1987wir_b_2014,Merseyside,Wirral,Wirral,1987,wir_b_2014,New Brighton,Curphey R.,SDP/Lib,1373,0,2,5,11924,11305,47.4044,24.29014,,,,,,,,
wir_b_855,1987wir_b_2014,Merseyside,Wirral,Wirral,1987,wir_b_2014,New Brighton,Eyres J.,SDP/Lib,1188,0,2,6,11924,11305,47.4044,21.01725,,,,,,,,
wir_b_856,1987wir_b_2015,Merseyside,Wirral,Wirral,1987,wir_b_2015,Oxton,Williams P.,Lib/SDP,2186,1,1,1,11539,5589,48.43574,39.11254,,,,,,,,
wir_b_857,1987wir_b_2015,Merseyside,Wirral,Wirral,1987,wir_b_2015,Oxton,Moore L.,CON,1985,0,1,2,11539,5589,48.43574,35.51619,,,,,,,,
wir_b_858,1987wir_b_2015,Merseyside,Wirral,Wirral,1987,wir_b_2015,Oxton,Kelly T.,LAB,1287,0,1,3,11539,5589,48.43574,23.02737,,,,,,,,
wir_b_859,1987wir_b_2015,Merseyside,Wirral,Wirral,1987,wir_b_2015,Oxton,Tebbs A.,GREEN,131,1,1,4,11539,5589,48.43574,2.34389,,,,,,,,
wir_b_860,1987wir_b_2016,Merseyside,Wirral,Wirral,1987,wir_b_2016,Prenton,Thornton J.,SDP/Lib,2959,0,1,1,12723,7008,55.08135,42.22318,,,,,,,,
wir_b_861,1987wir_b_2016,Merseyside,Wirral,Wirral,1987,wir_b_2016,Prenton,Cummings B.,CON,2577,0,1,2,12723,7008,55.08135,36.77226,,,,,,,,
wir_b_862,1987wir_b_2016,Merseyside,Wirral,Wirral,1987,wir_b_2016,Prenton,Gamet W.,LAB,1356,0,1,3,12723,7008,55.08135,19.34932,,,,,,,,
wir_b_863,1987wir_b_2016,Merseyside,Wirral,Wirral,1987,wir_b_2016,Prenton,Pye C.,GREEN,116,0,1,4,12723,7008,55.08135,1.655251,,,,,,,,
wir_b_864,1987wir_b_2017,Merseyside,Wirral,Wirral,1987,wir_b_2017,Royden,Cumpstey R.,CON,3792,0,1,1,12856,6451,50.17891,58.78159,,,,,,,,
wir_b_865,1987wir_b_2017,Merseyside,Wirral,Wirral,1987,wir_b_2017,Royden,Reisdorf P.,Lib/SDP,1038,0,1,2,12856,6451,50.17891,16.09053,,,,,,,,
wir_b_866,1987wir_b_2017,Merseyside,Wirral,Wirral,1987,wir_b_2017,Royden,Evans W.,RES,724,0,1,3,12856,6451,50.17891,11.22307,,,,,,,,
wir_b_867,1987wir_b_2017,Merseyside,Wirral,Wirral,1987,wir_b_2017,Royden,Chalinor G.,LAB,709,0,1,4,12856,6451,50.17891,10.99054,,,,,,,,
wir_b_868,1987wir_b_2017,Merseyside,Wirral,Wirral,1987,wir_b_2017,Royden,Cuthbertson K.,GREEN,188,0,1,5,12856,6451,50.17891,2.914277,,,,,,,,
wir_b_869,1987wir_b_2018,Merseyside,Wirral,Wirral,1987,wir_b_2018,Seacombe,Kenna G.,LAB,3070,0,1,1,12228,4943,40.42362,62.10803,,,,,,,,
wir_b_870,1987wir_b_2018,Merseyside,Wirral,Wirral,1987,wir_b_2018,Seacombe,Venner R.,CON,1058,0,1,2,12228,4943,40.42362,21.40401,,,,,,,,
wir_b_871,1987wir_b_2018,Merseyside,Wirral,Wirral,1987,wir_b_2018,Seacombe,Williams J.,SDP/Lib,815,0,1,3,12228,4943,40.42362,16.48796,,,,,,,,
wir_b_872,1987wir_b_2019,Merseyside,Wirral,Wirral,1987,wir_b_2019,Thurstaston,Green J.,CON,3956,0,1,1,12912,6336,49.07063,62.43687,,,,,,,,
wir_b_873,1987wir_b_2019,Merseyside,Wirral,Wirral,1987,wir_b_2019,Thurstaston,Wall C.,SDP/Lib,1190,0,1,2,12912,6336,49.07063,18.78156,,,,,,,,
wir_b_874,1987wir_b_2019,Merseyside,Wirral,Wirral,1987,wir_b_2019,Thurstaston,Connell S.,LAB,827,0,1,3,12912,6336,49.07063,13.0524,,,,,,,,
wir_b_875,1987wir_b_2019,Merseyside,Wirral,Wirral,1987,wir_b_2019,Thurstaston,Burton D.,GREEN,363,0,1,4,12912,6336,49.07063,5.729167,,,,,,,,
wir_b_876,1987wir_b_2020,Merseyside,Wirral,Wirral,1987,wir_b_2020,Tranmere,Barker G.,LAB,2794,0,1,1,10795,4153,38.47152,67.27666,,,,,,,,
wir_b_877,1987wir_b_2020,Merseyside,Wirral,Wirral,1987,wir_b_2020,Tranmere,Harrison E.,SDP/Lib,686,0,1,2,10795,4153,38.47152,16.51818,,,,,,,,
wir_b_878,1987wir_b_2020,Merseyside,Wirral,Wirral,1987,wir_b_2020,Tranmere,Hockaday J.,CON,601,0,1,3,10795,4153,38.47152,14.47147,,,,,,,,
wir_b_879,1987wir_b_2020,Merseyside,Wirral,Wirral,1987,wir_b_2020,Tranmere,Bowler G.,GREEN,72,1,1,4,10795,4153,38.47152,1.733686,,,,,,,,
wir_b_880,1987wir_b_2021,Merseyside,Wirral,Wirral,1987,wir_b_2021,Upton,Corcoran P.,LAB,2985,0,1,1,12921,6574,50.87841,45.40615,,,,,,,,
wir_b_881,1987wir_b_2021,Merseyside,Wirral,Wirral,1987,wir_b_2021,Upton,Watt G.,CON,2003,0,1,2,12921,6574,50.87841,30.46851,,,,,,,,
wir_b_882,1987wir_b_2021,Merseyside,Wirral,Wirral,1987,wir_b_2021,Upton,Hunt E.,Lib/SDP,1494,1,1,3,12921,6574,50.87841,22.72589,,,,,,,,
wir_b_883,1987wir_b_2021,Merseyside,Wirral,Wirral,1987,wir_b_2021,Upton,Osler G.,GREEN,92,1,1,4,12921,6574,50.87841,1.399452,,,,,,,,
wir_b_884,1987wir_b_2022,Merseyside,Wirral,Wirral,1987,wir_b_2022,Wallasey,Whatling C.,CON,3583,0,1,1,12456,6794,54.54399,52.73771,,,,,,,,
wir_b_885,1987wir_b_2022,Merseyside,Wirral,Wirral,1987,wir_b_2022,Wallasey,Gallagher M.,Lib/SDP,2033,1,1,2,12456,6794,54.54399,29.92346,,,,,,,,
wir_b_886,1987wir_b_2022,Merseyside,Wirral,Wirral,1987,wir_b_2022,Wallasey,Mannin M.,LAB,1178,0,1,3,12456,6794,54.54399,17.33883,,,,,,,,
wir_b_887,1988wir_b_2001,Merseyside,Wirral,Wirral,1988,wir_b_2001,Bebington,Cummings B.,CON,3008,0,1,1,11363,5550,48.84274,54.1982,,,,,,,,
wir_b_888,1988wir_b_2001,Merseyside,Wirral,Wirral,1988,wir_b_2001,Bebington,Witter A.,LAB,1909,0,1,2,11363,5550,48.84274,34.3964,,,,,,,,
wir_b_889,1988wir_b_2001,Merseyside,Wirral,Wirral,1988,wir_b_2001,Bebington,Turner K.,SLD,351,0,1,3,11363,5550,48.84274,6.324324,,,,,,,,
wir_b_890,1988wir_b_2001,Merseyside,Wirral,Wirral,1988,wir_b_2001,Bebington,Bowler G.,GREEN,282,1,1,4,11363,5550,48.84274,5.081081,,,,,,,,
wir_b_891,1988wir_b_2002,Merseyside,Wirral,Wirral,1988,wir_b_2002,Bidston,Williams J.,LAB,2815,1,1,1,9256,3315,35.81461,84.91705,,,,,,,,
wir_b_892,1988wir_b_2002,Merseyside,Wirral,Wirral,1988,wir_b_2002,Bidston,Houldin W.,CON,281,0,1,2,9256,3315,35.81461,8.476622,,,,,,,,
wir_b_893,1988wir_b_2002,Merseyside,Wirral,Wirral,1988,wir_b_2002,Bidston,Niblock S.,SLD,141,0,1,3,9256,3315,35.81461,4.253394,,,,,,,,
wir_b_894,1988wir_b_2002,Merseyside,Wirral,Wirral,1988,wir_b_2002,Bidston,Mitchell R.,GREEN,78,0,1,4,9256,3315,35.81461,2.352941,,,,,,,,
wir_b_895,1988wir_b_2003,Merseyside,Wirral,Wirral,1988,wir_b_2003,Birkenhead,Lungley W.,LAB,3035,0,1,1,11005,3967,36.04725,76.50617,,,,,,,,
wir_b_896,1988wir_b_2003,Merseyside,Wirral,Wirral,1988,wir_b_2003,Birkenhead,Smith D.,CON,501,0,1,2,11005,3967,36.04725,12.62919,,,,,,,,
wir_b_897,1988wir_b_2003,Merseyside,Wirral,Wirral,1988,wir_b_2003,Birkenhead,Kelly S.,SLD,333,0,1,3,11005,3967,36.04725,8.394253,,,,,,,,
wir_b_898,1988wir_b_2003,Merseyside,Wirral,Wirral,1988,wir_b_2003,Birkenhead,Harrison A.,GREEN,98,0,1,4,11005,3967,36.04725,2.470381,,,,,,,,
wir_b_899,1988wir_b_2004,Merseyside,Wirral,Wirral,1988,wir_b_2004,Bromborough,Jackson D.,LAB,2898,0,1,1,11420,4987,43.669,58.11109,,,,,,,,
wir_b_900,1988wir_b_2004,Merseyside,Wirral,Wirral,1988,wir_b_2004,Bromborough,Molyneux C.,CON,1638,1,1,2,11420,4987,43.669,32.8454,,,,,,,,
wir_b_901,1988wir_b_2004,Merseyside,Wirral,Wirral,1988,wir_b_2004,Bromborough,Holbrook S.,SLD,364,0,1,3,11420,4987,43.669,7.298977,,,,,,,,
wir_b_902,1988wir_b_2004,Merseyside,Wirral,Wirral,1988,wir_b_2004,Bromborough,Sheldricks P.,GREEN,87,1,1,4,11420,4987,43.669,1.744536,,,,,,,,
wir_b_903,1988wir_b_2005,Merseyside,Wirral,Wirral,1988,wir_b_2005,Clatterbridge,Moore M.,CON,3851,0,1,1,14078,6262,44.48075,61.49792,,,,,,,,
wir_b_904,1988wir_b_2005,Merseyside,Wirral,Wirral,1988,wir_b_2005,Clatterbridge,Harper M.,LAB,1507,0,1,2,14078,6262,44.48075,24.06579,,,,,,,,
wir_b_905,1988wir_b_2005,Merseyside,Wirral,Wirral,1988,wir_b_2005,Clatterbridge,Dutton S.,SLD,724,1,1,3,14078,6262,44.48075,11.5618,,,,,,,,
wir_b_906,1988wir_b_2005,Merseyside,Wirral,Wirral,1988,wir_b_2005,Clatterbridge,Birchenough S.,GREEN,180,1,1,4,14078,6262,44.48075,2.874481,,,,,,,,
wir_b_907,1988wir_b_2006,Merseyside,Wirral,Wirral,1988,wir_b_2006,Claughton,Davies G.,LAB,2210,0,1,1,10877,5373,49.39781,41.13158,,,,,,,,
wir_b_908,1988wir_b_2006,Merseyside,Wirral,Wirral,1988,wir_b_2006,Claughton,McKellar I.,CON,1903,0,1,2,10877,5373,49.39781,35.41783,,,,,,,,
wir_b_909,1988wir_b_2006,Merseyside,Wirral,Wirral,1988,wir_b_2006,Claughton,Blumenthal A.,SLD,1114,1,1,3,10877,5373,49.39781,20.7333,,,,,,,,
wir_b_910,1988wir_b_2006,Merseyside,Wirral,Wirral,1988,wir_b_2006,Claughton,Mitchell P.,GREEN,146,1,1,4,10877,5373,49.39781,2.71729,,,,,,,,
wir_b_911,1988wir_b_2007,Merseyside,Wirral,Wirral,1988,wir_b_2007,Eastham,Dow A.,LAB,1896,0,1,1,11917,5490,46.06864,34.53552,,,,,,,,
wir_b_912,1988wir_b_2007,Merseyside,Wirral,Wirral,1988,wir_b_2007,Eastham,Charles D.,SLD,1840,0,1,2,11917,5490,46.06864,33.51548,,,,,,,,
wir_b_913,1988wir_b_2007,Merseyside,Wirral,Wirral,1988,wir_b_2007,Eastham,Jordan M.,CON,1647,1,1,3,11917,5490,46.06864,30,,,,,,,,
wir_b_914,1988wir_b_2007,Merseyside,Wirral,Wirral,1988,wir_b_2007,Eastham,Birchenough N.,GREEN,107,0,1,4,11917,5490,46.06864,1.948998,,,,,,,,
wir_b_915,1988wir_b_2008,Merseyside,Wirral,Wirral,1988,wir_b_2008,Egerton,Dunn A.,LAB,3062,0,1,1,11474,4624,40.29981,66.21973,,,,,,,,
wir_b_916,1988wir_b_2008,Merseyside,Wirral,Wirral,1988,wir_b_2008,Egerton,Francomb G.,CON,1023,0,1,2,11474,4624,40.29981,22.1237,,,,,,,,
wir_b_917,1988wir_b_2008,Merseyside,Wirral,Wirral,1988,wir_b_2008,Egerton,Hughes K.,SLD,396,1,1,3,11474,4624,40.29981,8.564013,,,,,,,,
wir_b_918,1988wir_b_2008,Merseyside,Wirral,Wirral,1988,wir_b_2008,Egerton,Pye C.,GREEN,143,1,1,4,11474,4624,40.29981,3.092561,,,,,,,,
wir_b_919,1988wir_b_2009,Merseyside,Wirral,Wirral,1988,wir_b_2009,Heswall,Banks M.,CON,4349,0,1,1,13362,5739,42.95016,75.77975,,,,,,,,
wir_b_920,1988wir_b_2009,Merseyside,Wirral,Wirral,1988,wir_b_2009,Heswall,Sullivan M.,LAB,676,0,1,2,13362,5739,42.95016,11.77906,,,,,,,,
wir_b_921,1988wir_b_2009,Merseyside,Wirral,Wirral,1988,wir_b_2009,Heswall,Wilkins R.,SLD,519,0,1,3,13362,5739,42.95016,9.043387,,,,,,,,
wir_b_922,1988wir_b_2009,Merseyside,Wirral,Wirral,1988,wir_b_2009,Heswall,Bruce J.,GREEN,195,1,1,4,13362,5739,42.95016,3.397804,,,,,,,,
wir_b_923,1988wir_b_2010,Merseyside,Wirral,Wirral,1988,wir_b_2010,Hoylake,Jones F.,CON,3891,0,1,1,12797,5585,43.64304,69.66875,,,,,,,,
wir_b_924,1988wir_b_2010,Merseyside,Wirral,Wirral,1988,wir_b_2010,Hoylake,Christie S.,LAB,810,0,1,2,12797,5585,43.64304,14.50313,,,,,,,,
wir_b_925,1988wir_b_2010,Merseyside,Wirral,Wirral,1988,wir_b_2010,Hoylake,Welshman S.,SLD,642,1,1,3,12797,5585,43.64304,11.49508,,,,,,,,
wir_b_926,1988wir_b_2010,Merseyside,Wirral,Wirral,1988,wir_b_2010,Hoylake,Brett A.,GREEN,242,1,1,4,12797,5585,43.64304,4.333035,,,,,,,,
wir_b_927,1988wir_b_2011,Merseyside,Wirral,Wirral,1988,wir_b_2011,Leasowe,Edwards J.,LAB,2805,0,1,1,9865,4067,41.22656,68.96976,,,,,,,,
wir_b_928,1988wir_b_2011,Merseyside,Wirral,Wirral,1988,wir_b_2011,Leasowe,Kennedy L.,CON,1100,1,1,2,9865,4067,41.22656,27.04696,,,,,,,,
wir_b_929,1988wir_b_2011,Merseyside,Wirral,Wirral,1988,wir_b_2011,Leasowe,Uriel S.,SLD,162,1,1,3,9865,4067,41.22656,3.98328,,,,,,,,
wir_b_930,1988wir_b_2012,Merseyside,Wirral,Wirral,1988,wir_b_2012,Liscard,Smith E.,LAB,3321,0,1,1,11677,6231,53.36131,53.29803,,,,,,,,
wir_b_931,1988wir_b_2012,Merseyside,Wirral,Wirral,1988,wir_b_2012,Liscard,Ebbs M.,CON,2461,0,1,2,11677,6231,53.36131,39.49607,,,,,,,,
wir_b_932,1988wir_b_2012,Merseyside,Wirral,Wirral,1988,wir_b_2012,Liscard,Uriel J.,SLD,449,0,1,3,11677,6231,53.36131,7.205906,,,,,,,,
wir_b_933,1988wir_b_2013,Merseyside,Wirral,Wirral,1988,wir_b_2013,Moreton,Clark J.,LAB,2665,0,1,1,9233,5012,54.28355,53.17239,,,,,,,,
wir_b_934,1988wir_b_2013,Merseyside,Wirral,Wirral,1988,wir_b_2013,Moreton,Walker I.,CON,2048,0,1,2,9233,5012,54.28355,40.86193,,,,,,,,
wir_b_935,1988wir_b_2013,Merseyside,Wirral,Wirral,1988,wir_b_2013,Moreton,Thomas B.,SLD,223,0,1,3,9233,5012,54.28355,4.449322,,,,,,,,
wir_b_936,1988wir_b_2013,Merseyside,Wirral,Wirral,1988,wir_b_2013,Moreton,Bowler G.,GREEN,76,0,1,4,9233,5012,54.28355,1.516361,,,,,,,,
wir_b_937,1988wir_b_2014,Merseyside,Wirral,Wirral,1988,wir_b_2014,New Brighton,Penfold C.,LAB,2438,0,1,1,11868,5528,46.57904,44.10275,,,,,,,,
wir_b_938,1988wir_b_2014,Merseyside,Wirral,Wirral,1988,wir_b_2014,New Brighton,Buzzard P.,CON,2404,1,1,2,11868,5528,46.57904,43.4877,,,,,,,,
wir_b_939,1988wir_b_2014,Merseyside,Wirral,Wirral,1988,wir_b_2014,New Brighton,Matthew L.,SLD,337,1,1,3,11868,5528,46.57904,6.096237,,,,,,,,
wir_b_940,1988wir_b_2014,Merseyside,Wirral,Wirral,1988,wir_b_2014,New Brighton,Curphey R.,SDP,224,0,1,4,11868,5528,46.57904,4.052098,,,,,,,,
wir_b_941,1988wir_b_2014,Merseyside,Wirral,Wirral,1988,wir_b_2014,New Brighton,Burton A.,GREEN,125,0,1,5,11868,5528,46.57904,2.261216,,,,,,,,
wir_b_942,1988wir_b_2015,Merseyside,Wirral,Wirral,1988,wir_b_2015,Oxton,Cooke M.,SLD,2060,0,1,1,11550,5392,46.68398,38.20475,,,,,,,,
wir_b_943,1988wir_b_2015,Merseyside,Wirral,Wirral,1988,wir_b_2015,Oxton,Moore L.,CON,1979,0,1,2,11550,5392,46.68398,36.70252,,,,,,,,
wir_b_944,1988wir_b_2015,Merseyside,Wirral,Wirral,1988,wir_b_2015,Oxton,Kelly T.,LAB,1251,0,1,3,11550,5392,46.68398,23.20104,,,,,,,,
wir_b_945,1988wir_b_2015,Merseyside,Wirral,Wirral,1988,wir_b_2015,Oxton,Tebbs A.,GREEN,102,1,1,4,11550,5392,46.68398,1.891691,,,,,,,,
wir_b_946,1988wir_b_2016,Merseyside,Wirral,Wirral,1988,wir_b_2016,Prenton,Pullen R.,SLD,2432,0,1,1,12462,6088,48.85251,39.94744,,,,,,,,
wir_b_947,1988wir_b_2016,Merseyside,Wirral,Wirral,1988,wir_b_2016,Prenton,Clement A.,CON,2085,0,1,2,12462,6088,48.85251,34.2477,,,,,,,,
wir_b_948,1988wir_b_2016,Merseyside,Wirral,Wirral,1988,wir_b_2016,Prenton,Collins T.,LAB,1452,0,1,3,12462,6088,48.85251,23.8502,,,,,,,,
wir_b_949,1988wir_b_2016,Merseyside,Wirral,Wirral,1988,wir_b_2016,Prenton,Pye D.,GREEN,119,0,1,4,12462,6088,48.85251,1.954665,,,,,,,,
wir_b_950,1988wir_b_2017,Merseyside,Wirral,Wirral,1988,wir_b_2017,Royden,Robinson D.,CON,3491,0,1,1,12790,5378,42.04848,64.91261,,,,,,,,
wir_b_951,1988wir_b_2017,Merseyside,Wirral,Wirral,1988,wir_b_2017,Royden,Hughes D.,LAB,893,0,1,2,12790,5378,42.04848,16.60468,,,,,,,,
wir_b_952,1988wir_b_2017,Merseyside,Wirral,Wirral,1988,wir_b_2017,Royden,Reisdorf P.,SLD,809,0,1,3,12790,5378,42.04848,15.04277,,,,,,,,
wir_b_953,1988wir_b_2017,Merseyside,Wirral,Wirral,1988,wir_b_2017,Royden,Cuthbertson K.,GREEN,185,0,1,4,12790,5378,42.04848,3.43994,,,,,,,,
wir_b_954,1988wir_b_2018,Merseyside,Wirral,Wirral,1988,wir_b_2018,Seacombe,Clee P.,LAB,3841,0,1,1,11856,5062,42.69568,75.8791,,,,,,,,
wir_b_955,1988wir_b_2018,Merseyside,Wirral,Wirral,1988,wir_b_2018,Seacombe,Allen G.,CON,887,0,1,2,11856,5062,42.69568,17.52272,,,,,,,,
wir_b_956,1988wir_b_2018,Merseyside,Wirral,Wirral,1988,wir_b_2018,Seacombe,Warner H.,SLD,169,1,1,3,11856,5062,42.69568,3.338601,,,,,,,,
wir_b_957,1988wir_b_2018,Merseyside,Wirral,Wirral,1988,wir_b_2018,Seacombe,Williams J.,SDP,165,0,1,4,11856,5062,42.69568,3.259581,,,,,,,,
wir_b_958,1988wir_b_2019,Merseyside,Wirral,Wirral,1988,wir_b_2019,Thurstaston,Dunn S.,CON,3469,0,1,1,12653,5289,41.80037,65.58896,,,,,,,,
wir_b_959,1988wir_b_2019,Merseyside,Wirral,Wirral,1988,wir_b_2019,Thurstaston,Gamet W.,LAB,985,0,1,2,12653,5289,41.80037,18.62356,,,,,,,,
wir_b_960,1988wir_b_2019,Merseyside,Wirral,Wirral,1988,wir_b_2019,Thurstaston,Wall C.,SLD,521,0,1,3,12653,5289,41.80037,9.850634,,,,,,,,
wir_b_961,1988wir_b_2019,Merseyside,Wirral,Wirral,1988,wir_b_2019,Thurstaston,Burton D.,GREEN,314,0,1,4,12653,5289,41.80037,5.93685,,,,,,,,
wir_b_962,1988wir_b_2020,Merseyside,Wirral,Wirral,1988,wir_b_2020,Tranmere,Davies R.,LAB,2893,0,1,1,10529,3658,34.74214,79.08693,,,,,,,,
wir_b_963,1988wir_b_2020,Merseyside,Wirral,Wirral,1988,wir_b_2020,Tranmere,McGunigall R.,CON,494,0,1,2,10529,3658,34.74214,13.50465,,,,,,,,
wir_b_964,1988wir_b_2020,Merseyside,Wirral,Wirral,1988,wir_b_2020,Tranmere,Townsend C.,SLD,176,0,1,3,10529,3658,34.74214,4.811372,,,,,,,,
wir_b_965,1988wir_b_2020,Merseyside,Wirral,Wirral,1988,wir_b_2020,Tranmere,Rainsford C.,GREEN,95,0,1,4,10529,3658,34.74214,2.597048,,,,,,,,
wir_b_966,1988wir_b_2021,Merseyside,Wirral,Wirral,1988,wir_b_2021,Upton,Rimmer K.,LAB,3105,0,1,1,12731,5611,44.07352,55.33773,,,,,,,,
wir_b_967,1988wir_b_2021,Merseyside,Wirral,Wirral,1988,wir_b_2021,Upton,Caton G.,CON,1729,0,1,2,12731,5611,44.07352,30.81447,,,,,,,,
wir_b_968,1988wir_b_2021,Merseyside,Wirral,Wirral,1988,wir_b_2021,Upton,Brame E.,SLD,664,1,1,3,12731,5611,44.07352,11.8339,,,,,,,,
wir_b_969,1988wir_b_2021,Merseyside,Wirral,Wirral,1988,wir_b_2021,Upton,Osler G.,GREEN,113,1,1,4,12731,5611,44.07352,2.013901,,,,,,,,
wir_b_970,1988wir_b_2022,Merseyside,Wirral,Wirral,1988,wir_b_2022,Wallasey,Wood K.,CON,3682,1,1,1,12200,6214,50.93443,59.2533,,,,,,,,
wir_b_971,1988wir_b_2022,Merseyside,Wirral,Wirral,1988,wir_b_2022,Wallasey,Mannin M.,LAB,1507,0,1,2,12200,6214,50.93443,24.25169,,,,,,,,
wir_b_972,1988wir_b_2022,Merseyside,Wirral,Wirral,1988,wir_b_2022,Wallasey,Gallagher M.,SLD,1025,1,1,3,12200,6214,50.93443,16.49501,,,,,,,,
wir_b_973,1990wir_b_2001,Merseyside,Wirral,Wirral,1990,wir_b_2001,Bebington,Green A.,CON,2900,0,1,1,11015,6310,57.28552,45.9588,,,,,,,,
wir_b_974,1990wir_b_2001,Merseyside,Wirral,Wirral,1990,wir_b_2001,Bebington,Moore A.,LAB,2504,1,1,2,11015,6310,57.28552,39.68304,,,,,,,,
wir_b_975,1990wir_b_2001,Merseyside,Wirral,Wirral,1990,wir_b_2001,Bebington,Turner K.,SLD,589,0,1,3,11015,6310,57.28552,9.33439,,,,,,,,
wir_b_976,1990wir_b_2001,Merseyside,Wirral,Wirral,1990,wir_b_2001,Bebington,Bowler G.,GREEN,317,1,1,4,11015,6310,57.28552,5.023772,,,,,,,,
wir_b_977,1990wir_b_2002,Merseyside,Wirral,Wirral,1990,wir_b_2002,Bidston,Nock W.,LAB,3189,0,1,1,8764,3783,43.16522,84.29818,,,,,,,,
wir_b_978,1990wir_b_2002,Merseyside,Wirral,Wirral,1990,wir_b_2002,Bidston,Robinson T.,CON,249,0,1,2,8764,3783,43.16522,6.582078,,,,,,,,
wir_b_979,1990wir_b_2002,Merseyside,Wirral,Wirral,1990,wir_b_2002,Bidston,Doyle F.,SLD,196,0,1,3,8764,3783,43.16522,5.181073,,,,,,,,
wir_b_980,1990wir_b_2002,Merseyside,Wirral,Wirral,1990,wir_b_2002,Bidston,Mitchell R.,GREEN,149,0,1,4,8764,3783,43.16522,3.938673,,,,,,,,
wir_b_981,1990wir_b_2003,Merseyside,Wirral,Wirral,1990,wir_b_2003,Birkenhead,Gaskell M.,LAB,3821,0,1,1,10766,4673,43.40516,81.7676,,,,,,,,
wir_b_982,1990wir_b_2003,Merseyside,Wirral,Wirral,1990,wir_b_2003,Birkenhead,Oliver J.,CON,372,0,1,2,10766,4673,43.40516,7.960625,,,,,,,,
wir_b_983,1990wir_b_2003,Merseyside,Wirral,Wirral,1990,wir_b_2003,Birkenhead,Niblock S.,SLD,306,0,1,3,10766,4673,43.40516,6.548256,,,,,,,,
wir_b_984,1990wir_b_2003,Merseyside,Wirral,Wirral,1990,wir_b_2003,Birkenhead,Keen T.,GREEN,174,0,1,4,10766,4673,43.40516,3.723518,,,,,,,,
wir_b_985,1990wir_b_2004,Merseyside,Wirral,Wirral,1990,wir_b_2004,Bromborough,Witter A.,LAB,3171,0,1,1,11311,5759,50.91504,55.06164,,,,,,,,
wir_b_986,1990wir_b_2004,Merseyside,Wirral,Wirral,1990,wir_b_2004,Bromborough,Faulkner J.,CON,1411,1,1,2,11311,5759,50.91504,24.50078,,,,,,,,
wir_b_987,1990wir_b_2004,Merseyside,Wirral,Wirral,1990,wir_b_2004,Bromborough,Smith L.,SLD,921,1,1,3,11311,5759,50.91504,15.99236,,,,,,,,
wir_b_988,1990wir_b_2004,Merseyside,Wirral,Wirral,1990,wir_b_2004,Bromborough,Sheldricks P.,GREEN,256,1,1,4,11311,5759,50.91504,4.445216,,,,,,,,
wir_b_989,1990wir_b_2005,Merseyside,Wirral,Wirral,1990,wir_b_2005,Clatterbridge,Lea H.,CON,3977,1,1,1,14102,7372,52.27627,53.94737,,,,,,,,
wir_b_990,1990wir_b_2005,Merseyside,Wirral,Wirral,1990,wir_b_2005,Clatterbridge,Christie S.,LAB,2107,0,1,2,14102,7372,52.27627,28.58112,,,,,,,,
wir_b_991,1990wir_b_2005,Merseyside,Wirral,Wirral,1990,wir_b_2005,Clatterbridge,Cody M.,SLD,926,1,1,3,14102,7372,52.27627,12.56104,,,,,,,,
wir_b_992,1990wir_b_2005,Merseyside,Wirral,Wirral,1990,wir_b_2005,Clatterbridge,Birchenough N.,GREEN,362,0,1,4,14102,7372,52.27627,4.910472,,,,,,,,
wir_b_993,1990wir_b_2006,Merseyside,Wirral,Wirral,1990,wir_b_2006,Claughton,Foulkes S.,LAB,2797,0,1,1,10708,6107,57.03213,45.7999,,,,,,,,
wir_b_994,1990wir_b_2006,Merseyside,Wirral,Wirral,1990,wir_b_2006,Claughton,Kelly S.,SLD,1530,0,1,2,10708,6107,57.03213,25.05322,,,,,,,,
wir_b_995,1990wir_b_2006,Merseyside,Wirral,Wirral,1990,wir_b_2006,Claughton,Smith D.,CON,1518,0,1,3,10708,6107,57.03213,24.85672,,,,,,,,
wir_b_996,1990wir_b_2006,Merseyside,Wirral,Wirral,1990,wir_b_2006,Claughton,Burton B.,GREEN,262,1,1,4,10708,6107,57.03213,4.290159,,,,,,,,
wir_b_997,1990wir_b_2007,Merseyside,Wirral,Wirral,1990,wir_b_2007,Eastham,Ruck V.,LAB,2704,1,1,1,11782,6695,56.82397,40.38835,,,,,,,,
