id,election_id,upper_tier,lower_tier,current_council,year,ward_id,ward_name,candidate,party,vote,female,vacancies,rank,electorate,ballots_cast,turnout,vote_share,source,note,,,,,,
whis_183,1965whis3002,,Whiston,,1965,whis3002,Bold South,J. Quinn,Lab,Unop,0,1,,,0,,,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_184,1965whis3008,,Whiston,,1965,whis3008,Halewood North,W. Pickavance,Ind,344,0,1,1,,561,,61.31907,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_185,1965whis3008,,Whiston,,1965,whis3008,Halewood North,D. Myers,Lib,148,0,1,2,,561,,26.38146,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_186,1965whis3008,,Whiston,,1965,whis3008,Halewood North,L. Moore,Lab,69,0,1,3,,561,,12.29947,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_187,1965whis3009,,Whiston,,1965,whis3009,Halewood South,Mrs J. Salmon,Lab,442,1,2,1,,1068,,82.77154,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_188,1965whis3009,,Whiston,,1965,whis3009,Halewood South,J. Bohanna,Lab,394,0,2,2,,1068,,73.78277,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_189,1965whis3009,,Whiston,,1965,whis3009,Halewood South,H. Davies,R.A.,232,0,2,3,,1068,,43.44569,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_190,1965whis3013,,Whiston,,1965,whis3013,Knowsley North,T. Rose,Con,366,0,1,1,,838,,43.67542,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_191,1965whis3013,,Whiston,,1965,whis3013,Knowsley North,J. Hanmer,Ind,263,0,1,2,,838,,31.38425,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_192,1965whis3013,,Whiston,,1965,whis3013,Knowsley North,H. Bailey,Lab,209,0,1,3,,838,,24.94033,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_193,1965whis3023,,Whiston,,1965,whis3023,Halewood West,J. Carmichael,Lab,Unop,0,1,,,0,,,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_194,1965whis3024,,Whiston,,1965,whis3024,Knowsley East,F. Davidson,Lab,Unop,0,1,,,0,,,"Liverpool Daily Post 1965-05-11, p.9.","Lab: 12, Con+Ind: 10 - first time Labour have control.",,,,,,
whis_195,1966whis4018,,Whiston,,1966,whis4018,Rainhill North,E. W. Hughes,Lab,363,0,2,1,,1323,,54.87528,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_196,1966whis4018,,Whiston,,1966,whis4018,Rainhill North,A. E. Lowe,Con,360,0,2,2,,1323,,54.42177,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_197,1966whis4018,,Whiston,,1966,whis4018,Rainhill North,L. Carson,Lab,339,0,2,3,,1323,,51.24717,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_198,1966whis4018,,Whiston,,1966,whis4018,Rainhill North,Mrs N. Holley,Con,261,0,2,4,,1323,,39.45578,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_199,1966whis4018,,Whiston,,1966,whis4018,Rainhill North,D. M. Myers,Lib,,0,2,,,1323,,,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_200,1966whis4019,,Whiston,,1966,whis4019,Rainhill South,J. H. Welsby,Con,531,0,1,1,,693,,76.62337,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_201,1966whis4019,,Whiston,,1966,whis4019,Rainhill South,D. Healing,Lab,162,0,1,2,,693,,23.37662,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_202,1966whis4020,,Whiston,,1966,whis4020,Rainhill West,R. Berry,Lab,Unop,0,1,,,0,,,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_203,1966whis4022,,Whiston,,1966,whis4022,Whiston North,E. W. Norris,Lab,268,0,1,1,,486,,55.14403,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_204,1966whis4022,,Whiston,,1966,whis4022,Whiston North,G. K. Bixter,Con,218,0,1,2,,486,,44.85597,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_205,1966whis4023,,Whiston,,1966,whis4023,Whiston East,W. Myers,Lab,193,0,1,1,,236,,81.77966,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_206,1966whis4023,,Whiston,,1966,whis4023,Whiston East,W. Ditchfield,Con,43,0,1,2,,236,,18.22034,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_207,1966whis4024,,Whiston,,1966,whis4024,Whiston South,Mrs A. R. Lamont,Lab,202,1,1,1,,311,,64.95177,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_208,1966whis4024,,Whiston,,1966,whis4024,Whiston South,A. Valentine,Con,109,0,1,2,,311,,35.04823,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_209,1966whis4025,,Whiston,,1966,whis4025,Whiston West,W. M. Clarke,Lab,269,0,1,1,,385,,69.87013,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_210,1966whis4025,,Whiston,,1966,whis4025,Whiston West,B. Jeffrey,Con,116,0,1,2,,385,,30.12987,Liverpool Daily Post 1966-05-10 p5.,Whiston East and Rainhill North new seats,,,,,,
whis_211,1967whis4003,,Whiston,,1967,whis4003,Cronton,Mrs. S. Coupe,Ind,186,1,1,1,,329,,56.53495,,,,,,,,
whis_212,1967whis4003,,Whiston,,1967,whis4003,Cronton,D. Myers,Lib,72,0,1,2,,329,,21.8845,,,,,,,,
whis_213,1967whis4003,,Whiston,,1967,whis4003,Cronton,C. McGhee,Lab,71,0,1,3,,329,,21.58055,,,,,,,,
whis_214,1967whis4021,,Whiston,,1967,whis4021,Tarbock,T. H. Critchley,Ind,Unop,0,1,,,0,,,,,,,,,,
whis_215,1968whis4008,,Whiston,,1968,whis4008,Halewood North,W. Picavance,Con,243,0,1,1,,278,,87.41007,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_216,1968whis4008,,Whiston,,1968,whis4008,Halewood North,Mrs A. A. Burke,Lab,35,1,1,2,,278,,12.58993,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_217,1968whis4009,,Whiston,,1968,whis4009,Halewood East,J. Bohanna,Lab,478,0,2,1,,1223,,78.16844,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_218,1968whis4009,,Whiston,,1968,whis4009,Halewood East,T. J. Lyons,Lab,450,0,2,2,,1223,,73.58953,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_219,1968whis4009,,Whiston,,1968,whis4009,Halewood East,L. Wilson,R.A.,295,0,2,3,,1223,,48.24203,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_220,1968whis4010,,Whiston,,1968,whis4010,Halewood South,F. J. Baldwin,Lab,Unop,0,2,,,0,,,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_221,1968whis4010,,Whiston,,1968,whis4010,Halewood South,J. D. Shaw,Lab,Unop,0,2,,,0,,,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_222,1968whis4011,,Whiston,,1968,whis4011,Halewood West,C. McGhee,Lab,Unop,0,2,,,0,,,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_223,1968whis4011,,Whiston,,1968,whis4011,Halewood West,J. S. Carmichael,Lab,Unop,0,2,,,0,,,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_224,1968whis4014,,Whiston,,1968,whis4014,Knowsley North,T. Rose,Con,618,0,1,1,,1311,,47.13959,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_225,1968whis4014,,Whiston,,1968,whis4014,Knowsley North,J. E. Hanmer,Lib,367,0,1,2,,1311,,27.9939,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_226,1968whis4014,,Whiston,,1968,whis4014,Knowsley North,H. J. A. Bailey,Lab,326,0,1,3,,1311,,24.86651,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_227,1968whis4015,,Whiston,,1968,whis4015,Knowsley East,J. H. Brash,Con,121,0,1,1,,182,,66.48351,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_228,1968whis4015,,Whiston,,1968,whis4015,Knowsley East,F. Davidson,Lab,61,0,1,2,,182,,33.51648,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_229,1968whis4017,,Whiston,,1968,whis4017,Knowsley West,B. Glennon,Lab,297,0,1,1,,383,,77.54569,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_230,1968whis4017,,Whiston,,1968,whis4017,Knowsley West,J. D. Randall,Con,86,0,1,2,,383,,22.45431,,"Lab 15, Con 13. Three news seats in Halewood - Two in East and one in West.",,,,,,
whis_231,1969whis4018,,Whiston,,1969,whis4018,Rainhill North,Mrs N. Holley,Con,645,1,2,1,,1909,,67.57465,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 13",,,,,,
whis_232,1969whis4018,,Whiston,,1969,whis4018,Rainhill North,A. Lowe,Con,555,0,2,2,,1909,,58.14563,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 14",,,,,,
whis_233,1969whis4018,,Whiston,,1969,whis4018,Rainhill North,E. Hughes,Lab,376,0,2,3,,1909,,39.39235,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 15",,,,,,
whis_234,1969whis4018,,Whiston,,1969,whis4018,Rainhill North,D. Healing,Lab,333,0,2,4,,1909,,34.88737,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 16",,,,,,
whis_235,1969whis4019,,Whiston,,1969,whis4019,Rainhill South,J. Welsby,Con,Unop,0,1,,,0,,,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 17",,,,,,
whis_236,1969whis4020,,Whiston,,1969,whis4020,Rainhill West,R. Berry,Lab,289,0,1,1,,538,,53.71747,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 18",,,,,,
whis_237,1969whis4020,,Whiston,,1969,whis4020,Rainhill West,J. Haddock,Con,249,0,1,2,,538,,46.28253,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 19",,,,,,
whis_238,1969whis4022,,Whiston,,1969,whis4022,Whiston North,B. Jeffrey,Con,361,0,1,1,,572,,63.11189,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 21",,,,,,
whis_239,1969whis4022,,Whiston,,1969,whis4022,Whiston North,E. W. Norris,Lab,211,0,1,2,,572,,36.88811,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 22",,,,,,
whis_240,1969whis4023,,Whiston,,1969,whis4023,Whiston East,W. Myers,Lab,156,0,1,1,,237,,65.82278,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 23",,,,,,
whis_241,1969whis4023,,Whiston,,1969,whis4023,Whiston East,W. Ditchfield,Con,81,0,1,2,,237,,34.17722,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 24",,,,,,
whis_242,1969whis4024,,Whiston,,1969,whis4024,Whiston South,Mrs A. R. Lamont,Lab,204,1,1,1,,391,,52.17391,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 25",,,,,,
whis_243,1969whis4024,,Whiston,,1969,whis4024,Whiston South,A. Valentine,Con,187,0,1,2,,391,,47.82609,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 26",,,,,,
whis_244,1969whis4025,,Whiston,,1969,whis4025,Whiston West,W. M. Clarke,Lab,268,0,1,1,,414,,64.7343,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 27",,,,,,
whis_245,1969whis4025,,Whiston,,1969,whis4025,Whiston West,J. E. Crossman,Con,146,0,1,2,,414,,35.2657,Liverpool Daily Post 1969-05-06 p.9.,"Con Control: Con 15, Labour 28",,,,,,
whis_246,1969whis4027,,Whiston,,1969,whis4027,Cantril Farm,J. Kelly,Lab,454,0,1,1,,832,,54.56731,,,,,,,,
whis_247,1969whis4027,,Whiston,,1969,whis4027,Cantril Farm,H. J. Boardman,Ind,267,0,1,2,,832,,32.09135,,,,,,,,
whis_248,1969whis4027,,Whiston,,1969,whis4027,Cantril Farm,P. R. Frodsham,Con,111,0,1,3,,832,,13.34135,,,,,,,,
whis_249,1970whis4003,,Whiston,,1970,whis4003,Cronton,Mrs E. S. Coupe,Ind,Unop,1,1,,,0,,,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 15",,,,,,
whis_250,1970whis4004,,Whiston,,1970,whis4004,Eccleston East,W. R. Crosby,Con,Unop,0,1,,,0,,,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 16",,,,,,
whis_251,1970whis4005,,Whiston,,1970,whis4005,Eccleston South,N. Ridge,Con,Unop,0,1,,,0,,,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 17",,,,,,
whis_252,1970whis4006,,Whiston,,1970,whis4006,Eccleston West,T. McCormack,R.A.,1258,0,2,1,,2802,,89.79301,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 18",,,,,,
whis_253,1970whis4006,,Whiston,,1970,whis4006,Eccleston West,G. Brownlow,Con,1164,0,2,2,,2802,,83.08351,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 19",,,,,,
whis_254,1970whis4006,,Whiston,,1970,whis4006,Eccleston West,E. Norris,Lab,380,0,2,3,,2802,,27.12348,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 20",,,,,,
whis_255,1970whis4007,,Whiston,,1970,whis4007,Hale,W. N. Howell,Ind,Unop,0,1,,,0,,,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 21",,,,,,
whis_256,1970whis4017,,Whiston,,1970,whis4017,Knowsley West,T. Collins,Lab,679,0,2,1,,1734,,78.31603,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 15",,,,,,
whis_257,1970whis4017,,Whiston,,1970,whis4017,Knowsley West,J. Dobinson,Lab,606,0,2,2,,1734,,69.89619,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 16",,,,,,
whis_258,1970whis4017,,Whiston,,1970,whis4017,Knowsley West,R. Bowen,Con,168,0,2,3,,1734,,19.37716,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 17",,,,,,
whis_259,1970whis4017,,Whiston,,1970,whis4017,Knowsley West,R. Langley,Con,145,0,2,4,,1734,,16.72434,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 18",,,,,,
whis_260,1970whis4017,,Whiston,,1970,whis4017,Knowsley West,H. Boardman,Ind,136,0,2,5,,1734,,15.68627,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 19",,,,,,
whis_261,1970whis4021,,Whiston,,1970,whis4021,Tarbock,J. Reynolds,Con,152,0,1,1,,289,,52.59515,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 20",,,,,,
whis_262,1970whis4021,,Whiston,,1970,whis4021,Tarbock,T. Critchley,Ind,137,0,1,2,,289,,47.40485,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 21",,,,,,
whis_263,1970whis4026,,Whiston,,1970,whis4026,Windle,R. Greener,,Unop,0,1,,,0,,,Liverpool Daily Post 1970-05-05 p.7.,"Lab Control: Lab 16, Con + Others 20",,,,,,
whis_264,1971whis4010,,Whiston,,1971,whis4010,Halewood South,B. Glennon,Lab,399,0,1,1,,462,,86.36364,,"Lab 17, Con 11, Ind 3",,,,,,
whis_265,1971whis4010,,Whiston,,1971,whis4010,Halewood South,I. Devlin,Con,63,0,1,2,,462,,13.63636,,"Lab 17, Con 11, Ind 3",,,,,,
whis_266,1971whis4014,,Whiston,,1971,whis4014,Knowsley North,T. Rose,Con,521,0,1,1,,1306,,39.8928,,"Lab 17, Con 11, Ind 3",,,,,,
whis_267,1971whis4014,,Whiston,,1971,whis4014,Knowsley North,H. Bailey,Lab,484,0,1,2,,1306,,37.05972,,"Lab 17, Con 11, Ind 3",,,,,,
whis_268,1971whis4014,,Whiston,,1971,whis4014,Knowsley North,J. Hamner,Ind,301,0,1,3,,1306,,23.04747,,"Lab 17, Con 11, Ind 3",,,,,,
whis_269,1971whis4015,,Whiston,,1971,whis4015,Knowsley East,F. Davidson,Lab,287,0,1,1,,411,,69.82968,,"Lab 17, Con 11, Ind 3",,,,,,
whis_270,1971whis4015,,Whiston,,1971,whis4015,Knowsley East,J. Brash,Con,124,0,1,2,,411,,30.17032,,"Lab 17, Con 11, Ind 3",,,,,,
whis_271,1971whis4017,,Whiston,,1971,whis4017,Knowsley West,T. Collins,Lab,1311,0,3,1,,4373,,89.93826,,"Lab 17, Con 11, Ind 3",,,,,,
whis_272,1971whis4017,,Whiston,,1971,whis4017,Knowsley West,J. Dobinson,Lab,1215,0,3,2,,4373,,83.35239,,"Lab 17, Con 11, Ind 3",,,,,,
whis_273,1971whis4017,,Whiston,,1971,whis4017,Knowsley West,M. Foulkes,Lab,1201,0,3,3,,4373,,82.39195,,"Lab 17, Con 11, Ind 3",,,,,,
whis_274,1971whis4017,,Whiston,,1971,whis4017,Knowsley West,W. McClean,Con,230,0,3,4,,4373,,15.77864,,"Lab 17, Con 11, Ind 3",,,,,,
whis_275,1971whis4017,,Whiston,,1971,whis4017,Knowsley West,B. Gemmel,Con,210,0,3,5,,4373,,14.40659,,"Lab 17, Con 11, Ind 3",,,,,,
whis_276,1971whis4017,,Whiston,,1971,whis4017,Knowsley West,R. Bowen,Con,206,0,3,6,,4373,,14.13217,,"Lab 17, Con 11, Ind 3",,,,,,
whis_277,1972whis4003,,Whiston,,1972,whis4003,Cronton,E. Pitts,Con,296,0,1,1,,639,,46.32238,,"Lab 17, Con + Others 14",,,,,,
whis_278,1972whis4003,,Whiston,,1972,whis4003,Cronton,Mrs P. H. Dunbar,Ind,275,1,1,2,,639,,43.036,,"Lab 17, Con + Others 14",,,,,,
whis_279,1972whis4003,,Whiston,,1972,whis4003,Cronton,D. Rooney,Lab,68,0,1,3,,639,,10.64163,,"Lab 17, Con + Others 14",,,,,,
whis_280,1972whis4018,,Whiston,,1972,whis4018,Rainhill North,E. W. Hughes,Lab,584,0,2,1,,1886,,61.93001,,"Lab 17, Con + Others 14",,,,,,
whis_281,1972whis4018,,Whiston,,1972,whis4018,Rainhill North,D. L. Healing,Lab,539,0,2,2,,1886,,57.158,,"Lab 17, Con + Others 14",,,,,,
whis_282,1972whis4018,,Whiston,,1972,whis4018,Rainhill North,D. H. Critchley,Con,388,0,2,3,,1886,,41.14528,,"Lab 17, Con + Others 14",,,,,,
whis_283,1972whis4018,,Whiston,,1972,whis4018,Rainhill North,Mrs P. R. Frodsham,Con,375,1,2,4,,1886,,39.7667,,"Lab 17, Con + Others 14",,,,,,
whis_284,1972whis4019,,Whiston,,1972,whis4019,Rainhill South,Mrs. N. Holley,Con,508,1,1,1,,900,,56.44444,,"Lab 17, Con + Others 14",,,,,,
whis_285,1972whis4019,,Whiston,,1972,whis4019,Rainhill South,M. J. Doyle,Lab,392,0,1,2,,900,,43.55556,,"Lab 17, Con + Others 14",,,,,,
whis_286,1972whis4022,,Whiston,,1972,whis4022,Whiston North,B. Leach,Lab,282,0,1,1,,442,,63.8009,,"Lab 17, Con + Others 14",,,,,,
whis_287,1972whis4022,,Whiston,,1972,whis4022,Whiston North,B. Jeffrey,Con,160,0,1,2,,442,,36.1991,,"Lab 17, Con + Others 14",,,,,,
whis_288,1972whis4023,,Whiston,,1972,whis4023,Whiston East,E. W. Norris,Lab,279,0,1,1,,320,,87.1875,,"Lab 17, Con + Others 14",,,,,,
whis_289,1972whis4023,,Whiston,,1972,whis4023,Whiston East,J. E. Crossman,Con,41,0,1,2,,320,,12.8125,,"Lab 17, Con + Others 14",,,,,,
whis_290,1972whis4024,,Whiston,,1972,whis4024,Whiston South,Mrs A. R. Lamont,Lab,382,1,1,1,,489,,78.11861,,"Lab 17, Con + Others 14",,,,,,
whis_291,1972whis4024,,Whiston,,1972,whis4024,Whiston South,A. Valentine,Con,107,0,1,2,,489,,21.88139,,"Lab 17, Con + Others 14",,,,,,
whis_292,1972whis4025,,Whiston,,1972,whis4025,Whiston West,W. M. Clarke,Lab,392,0,1,1,,446,,87.89238,,"Lab 17, Con + Others 14",,,,,,
whis_293,1972whis4025,,Whiston,,1972,whis4025,Whiston West,W. Ditchfield,Con,54,0,1,2,,446,,12.10762,,"Lab 17, Con + Others 14",,,,,,
